Gene_Symbol	Gene_ID
YRDCP2	100128237
ZBTB42	100128927
LOC100129291	100129291
DUS4L	11062
MIR548A1	693125
CFAP97	57587
FAM104A	84923
VWA3B	200403
SLC9A3P3	728990
TMEM160	54958
GEMIN8	54960
METTL6	131965
S100A7L2	645922
LCP1	3936
DUOX2	50506
SDCCAG3P1	388478
VMO1	284013
IBD16	100190930
MIR659	724029
RNU6-9	101954271
NPC2	10577
LOC102723826	102723826
RPL37AP8	644338
RNFT2	84900
MORF4L1P5	100129288
LOC283454	283454
NCDN	23154
OR52E8	390079
UMOD	7369
EIF2B1	1967
HOTAIR	100124700
FAM78B	149297
LOC284023	284023
RNY1P9	100874358
RNU6-57P	100873765
LOC440059	440059
TRANK1	9881
LOC100288315	100288315
PROM2	150696
ATP5A1P8	392322
DUPXP11.23P11.22	100310754
RNA5SP79	100873313
GABARAP	11337
PAOX	196743
MIR520F	574464
TMEM242	729515
ZNF786	136051
C21ORF2	755
BASP1P1	646201
OR9Q2	219957
MAP3K14-AS1	100133991
HS3ST5	222537
WASH4P	374677
PPP1R26-AS1	100506599
HCCAT5	283902
SKIV2L	6499
IGLV10-67	28771
SPATA31A7	26165
RFESD	317671
RPL31P17	653773
HDLCQ2	353127
FTH1P16	2508
OCIAD1-AS1	100861517
KIF4CP	347363
RPS24P14	100128423
CWC27	10283
CLPX	10845
TSPAN3	10099
CYP4Z1	199974
RPS3AP3	140713
METTL4	64863
NCOA3	8202
KCNAB1-AS1	100874084
PCNPP3	729298
GTPBP8	29083
MIR1203	100302211
LOC101930059	101930059
FGF13	2258
FGFBP1	9982
AAT2	252843
ACTBP14	389976
PTGES3P1	284672
OTOP1	133060
CLNK	116449
INSM1	3642
ZNF425	155054
LOC148413	148413
TMED11P	100379220
FSTL3	10272
KNOP1	400506
SMAD3	4088
MIR548N	100302152
SETP10	100287822
BACE2	25825
WDR64	128025
AKAP6	9472
GCSHP3	100329109
DAP	1611
NHLRC3	387921
EFHB	151651
UBL5	59286
CTD-2154B17.1	102723441
BTF3P11	690
LOC100131294	100131294
POLA2	23649
MIR196A1	406972
NIFK	84365
NPM1P2	4871
THSD1P1	374500
CLVS1	157807
PRMT8	56341
SNAP23	8773
PADI2	11240
PCDHGA8	9708
INSL5	10022
BTF3P14	100132641
ENTPD3	956
NF1P2	440225
APCDD1L-AS1	149773
WFDC10A	140832
LRRC37A11P	342666
MIR4651	100616270
TIMM8BP2	100874417
CSNK1G3	1456
DEXI	28955
ODF1	4956
WIPI1	55062
LINC00856	100132987
EXOSC5	56915
GRIK1	2897
RPS26P56	100271400
IGKV2-26	28922
MIR1323	100302255
CHD5	26038
SRGAP3-AS1	100874103
GRIN2D	2906
PEX10	5192
SAP30BP	29115
RFC5	5985
GCNT1P1	170517
DTNA	1837
OR52J3	119679
MAS1	4142
VDAC1P4	7418
UBE2CP1	326105
ATAD3A	55210
TAF7	6879
AGAP2-AS1	100130776
KRT8P32	100289133
HTR2B	3357
DEPDC1	55635
BRD1	23774
SAR1A	56681
ZYX	7791
SDAD1	55153
DFNB83	100359400
SNORD98	692211
NOS1AP	9722
ADAMTSL4	54507
SAV1	60485
DUTP6	100873912
SEL1L3	23231
MIR503HG	84848
RIMS3	9783
RNA5SP490	100873732
PTLS	100038247
RAB39A	54734
VPS29	51699
STKLD1	169436
MIR3689D2	100616344
CDKN2AIPNLP3	100874397
CD2AP	23607
OR8B2	26595
OTSC1	5012
OR5V1	81696
RCN1P1	442234
RNU6-82P	100873781
LATD	207115
FAM26D	221301
CLLS3	100270642
RPS7P1	388363
MIR363	574031
ATP6V1G1	9550
IDDM6	3405
GAS2L3	283431
PSORS3	7889
MIR324	442898
ZDHHC18	84243
ZCCHC17	51538
KRT23	25984
ATP6V0E1P2	100874503
GPX1P2	2884
ZNF808	388558
OR4C6	219432
LOC100506548	100506548
METTL10	399818
PECAM1	5175
GPX1P1	441481
TRAPPC2L	51693
AP3S2	10239
TGM5	9333
PRICKLE2	166336
HCG9P5	353019
HNRNPA1P5	100506712
CXADRP1	653108
GRM7	2917
MIR648	693233
EIF4A2P3	100133309
TMIGD1	388364
LGMD1H	100529230
CPNE4	131034
HMGB1P3	10356
FAM227B	196951
ATP6V1E2	90423
KCND2	3751
MIR633	693218
KIAA1161	57462
CENPN	55839
LOC100507646	100507646
KDM4C	23081
PRKX	5613
TGM6	343641
C18ORF15	147276
FOLH1B	219595
CYP2U1	113612
RAB40B	10966
EFHD2	79180
DEFB108P2	503837
WS2B	7488
GPAT2	150763
RIPK2	8767
GABRA6	2559
PTK7	5754
OPALIN	93377
MIR4329	100423009
MIR4459	100616233
MIR4290	100422963
C6ORF1	221491
PAPPA	5069
FAME4	101409188
COQ9	57017
GPN2	54707
DENND2A	27147
MIR610	693195
HRAS	3265
CLDN1	9076
LOC100506272	100506272
SEPHS2	22928
LOC100507651	100507651
GTF2IRD1	9569
HIST2H2AC	8338
IGKV1-13	28939
MEIOB	254528
IGHVIII-26-1	28347
IGHV1-45	28466
LOC442382	442382
RPL21P112	100270753
MGEA5	10724
LOC100506368	100506368
SPPL2A	84888
CACNG1	786
SLIT1	6585
TMEM132D	121256
MIR3935	100500891
TALDO1P1	6889
EIG3	432400
HMGB1P5	10354
TPST1	8460
PTBP3	9991
RAB30-AS1	100506233
HIST1H2BC	8347
GCSHP4	100287495
FBXO42	54455
NANOGP10	349372
RPS20P1	54025
SUPT4H1	6827
PFBI	7910
MTRR	4552
ISM1	140862
ZNF197	10168
ANKRD6	22881
DNAAF3	352909
CD300LB	124599
MT1XP1	645652
UNC79	57578
LOC100509646	100509646
SUGT1	10910
BWQTL2	100502569
FASN	2194
SCGB1D4	404552
MYB-AS1	100873904
RAB3D	9545
PPP3CA	5530
LOC101060376	101060376
OR7E117P	399857
RBM28	55131
LOC646014	646014
SNORA32	692063
HEXA-AS1	80072
LINC00239	145200
DEL1P32P31	100532738
TRIM46	80128
DNAH10OS	642797
GALNT1	2589
RPL29P33	401911
TMEM63C	57156
VSTM5	387804
MRPS21P6	359770
CADPS2	93664
RAB34	83871
ZDHHC5	25921
MTND1P34	100873219
TMEM127	55654
CYP4F23P	100422238
LOC100379224	100379224
OVCAS1	574048
SELO	83642
GAGE12I	26748
IGKV3D-7	28877
LOC645434	645434
GPR116P1	389740
DUSP7	1849
ZNF503-AS2	100131213
TAPBPL	55080
ASPRV1	151516
IKBIP	121457
SPECC1L-ADORA2A	101730217
STUT2	100049543
XRCC6BP1	91419
SDHA	6389
LSM5	23658
C11ORF70	85016
SEMA3B	7869
TRABD2A	129293
LOC100507283	100507283
MTND5P19	100873270
MIR549A	693132
RPS28P9	650788
RNU6-35P	100873750
MIR365B	100126356
SPC24	147841
RPL23AP3	8489
MTMR9LP	339483
DNM1P37	100216516
SPRY2	10253
KCNH7	90134
ZFP64P1	319123
CTAGE13P	100421638
ATP5J2P6	654486
TRAV3	28690
OR1A2	26189
MIR3132	100423039
FGF10	2255
DGUOK	1716
HIST1H1PS1	387325
LOC100127951	100127951
NAALAD2	10003
FAM199X	139231
HGS	9146
STAT3	6774
TXLNG	55787
WT3	8136
TRPC2	7221
ACOT12	134526
DENND1C	79958
NDIC	81866
EHMT1-IT1	643210
ARID4A	5926
L1RE1	4029
LOC100507002	100507002
ALPQTL3	100196915
ATPIF1	93974
NCKAP1	10787
ZNF358	140467
ANKRD12	23253
SSBP1	6742
PAGE4	9506
HMGCL	3155
UHRF2	115426
LINC00668	400643
ST13P3	144638
PACS2	23241
ADAMTS19	171019
TUBB7P	56604
LAMP3	27074
ZNF670-ZNF695	100533111
H2AFZP6	100462800
BTBD10	84280
LCE1E	353135
RPS3AP40	100129199
IGHV2-5	28457
RBM48P1	132817
PLTP	5360
SNORD108	338427
NDN	4692
MATN1-AS1	100129196
AMPD1	270
PPP1R17	10842
SETP16	649925
DLGAP1	9229
ZNF804A	91752
NAT1	9
GAP43	2596
THPO	7066
PGAM5P1	100421133
UBQLNL	143630
PTPRZ1	5803
MIR550A2	693134
ARHGEF37	389337
CNP	1267
UGT1A2P	54580
TAS2R7	50837
LOC653453	653453
SYPL1	6856
OR4F21	441308
RNU6-26P	100873741
FER1L4	80307
LOC100132891	100132891
HSBP1P2	100288483
ZBTB7C	201501
NXT1	29107
IGHG4	3503
IRX1	79192
CDC42BPA	8476
SRGAP3-AS4	100874132
DYX1	1867
IS1	260402
PRRG2	5639
TCP11X1	100996631
TTLL7-IT1	100874314
HPX-2	652764
RPS2P5	100130562
CAPNS1	826
EPS8L3	79574
OVCA2	124641
MST1R	4486
NATP	11
LOC101929279	101929279
APOL4	80832
MIR296	407022
LOC401010	401010
LOC101927835	101927835
KIAA1211L	343990
SCRT2	85508
PTPRQ	374462
DHRS12	79758
CCDC19	25790
NAAA	27163
COL1A1	1277
RNU7-48P	100147835
C1ORF195	727684
CHL1-AS2	642891
FOXD4L4	349334
MMRFCGU	100529147
KCNS2	3788
OR10AG1	282770
ACE2	59272
ELOVL7	79993
EXOSC1	51013
BMND8	100188854
INTS3	65123
UNK	85451
PCDHA7	56141
LOC101926966	101926966
ATOD6	114477
PNMAL1	55228
INTS4	92105
ADAMTSL2	9719
CNTN5	53942
RPL39P32	100131387
C15ORF60	283677
MIR520D	574482
ESPNP	284729
YKT6	10652
ZNF449	203523
GSTM5	2949
TMCO4	255104
TAS2R68P	100653053
AURKAIP1	54998
CCDC158	339965
HIST2H4A	8370
MRPL42P5	359821
C12ORF42	374470
FGFR3P1	100462812
LOC102724159	102724159
EXD2	55218
FGF12	2257
FUCA1	2517
IGLV1-44	28823
PPP1R9B	84687
GAS2L1	10634
ZNF561	93134
COL20A1	57642
VN1R17P	441931
FGF17	8822
ANKRD22	118932
ACRC	93953
IL9RP3	729486
GUSBP5	441046
OR2J4P	442188
CDK2AP1	8099
ELK2BP	9995
SLC47A1	55244
LOC645752	645752
LOC100507389	100507389
LOC100506489	100506489
PHACTR1	221692
IBD18	100190931
CFB	629
MIR4679-1	100616128
AIMP1	9255
AADAC	13
CYCSP25	120528
ZNF629	23361
PPP2R2C	5522
ATOD5	117188
CBR3	874
CFAP46	54777
MIR623	693208
ZDHHC17	23390
COL11A2	1302
KIZ	55857
WASIR2	100132169
DNAJC9-AS1	414245
ALPQTL4	100196916
UNGP1	57004
NMB	4828
GAGE13	645051
ZRANB3	84083
OR4F29	729759
OR52N3P	81251
KRT18P17	344866
LINC01272	100506115
MIER3	166968
FAM90A24P	441332
TRPM7	54822
SCO1	6341
ZNF562	54811
TM4SF19-TCTEX1D2	100534611
HERC5	51191
TIMM22	29928
TP53TG5	27296
TRIM9	114088
HNRNPK	3190
SLC5A1	6523
LOC442293	442293
EEF1A1P42	442215
CSN1S1	1446
SIDT1-AS1	100874030
UGT3A2	167127
PHIP	55023
FAM162A	26355
OR10A7	121364
CALM2	805
PRR32	100130613
MAPK11	5600
HYT4	444980
CCDC61	729440
LOC344593	344593
PDE10A	10846
TTC25	83538
MAGEA5	4104
TUSC8	400128
MIR136	406927
MAP6	4135
SNORD10	652966
STQTL4	282550
R3HDM1	23518
FTLP1	170514
C15ORF43	145645
CCDC33	80125
C16ORF45	89927
BTN1A1	696
C14ORF177	283598
PHLDB2	90102
LOC653653	653653
ELL	8178
B4GALT3	8703
CYP3A43	64816
NEURL3	93082
OFD1P10Y	386694
FEM1AP1	441957
RPS4Y1	6192
RNU5A-3P	100873831
KLK8	11202
MIR3064	100616387
RPF2	84154
USP35	57558
DNM3	26052
NBR2	10230
TEX12	56158
OBSL1	23363
BCRP6	728468
RGAG4	340526
MIR646	693231
TFDP3	51270
RBPMS2	348093
TCEA1P2	399511
IBD24	100270798
NARFL	64428
LOC100128966	100128966
LEPREL2	10536
CAMSAP3	57662
RABEP2	79874
TPD52L2	7165
HIST1H1D	3007
GRXCR1	389207
NPM1P23	100422256
ERDA1	9030
FLJ43879	401039
TMPRSS6	164656
RNU6-14P	100873746
YRDC	79693
HNRNPA1P29	100421424
FTCDNL1	348751
GJA6P	100126825
IGLJ4	28830
KIF5C	3800
FSHMD1B	2490
ATAD3C	219293
OR7E89P	79540
SPANXA2	728712
TMEM132C	92293
MPRIP-AS1	100874529
IFI27L1	122509
MIR1204	100302185
LINC00488	677779
SEPT10	151011
LOC100131361	100131361
DSTNP3	100287016
RRM2P2	6244
NUP35	129401
SUPT20H	55578
GPR162	27239
RPS3AP35	100271261
ZKSCAN2	342357
OR51A9P	390039
MRPS36	92259
LOC100506870	100506870
EMX1	2016
ATG12P2	100293948
DEF6	50619
KCNJ16	3773
PWAR5	8123
HIPK3	10114
PIP5K1P1	206426
RBMS3-AS1	100873977
ZFYVE26	23503
VN1R11P	387317
RBPJ	3516
STIM1	6786
LOC100507079	100507079
CCDC15	80071
OR9K2	441639
LRP5	4041
ZC3H12A	80149
GTF2E1	2960
RFC1	5981
LOC101927874	101927874
TRIM68	55128
SGCG	6445
USH1E	7396
OR4C3	256144
NUDT6	11162
LOC101928623	101928623
NBAS	51594
GCSAM	257144
MGA	23269
CTRCT34	100302720
ALKBH4	54784
ZNF587	84914
PHF2P2	100873793
LOC441124	441124
ALKBH6	84964
MIR4742	100616468
HIGD1C	613227
DIAPH3-AS1	100874195
TPPP2	122664
CDKN2AIPNL	91368
ARL5C	390790
KMT2E-AS1	100216545
MUC3A	4584
FAM168A	23201
MIR5095	100616458
HGF	3082
RPL9P30	100128710
PKMP5	442156
MIR5197	100846991
PHF2P1	266695
LOC152578	152578
BCO1	53630
BACH1	571
LOC100287728	100287728
TNFRSF10D	8793
MAP4K4	9448
DDO	8528
IGHD3-16	28498
DIS3L	115752
AGBL1	123624
PCYT1B	9468
OR56A4	120793
NNMT	4837
C1ORF228	339541
CXCL6	6372
NAP1L6	645996
BCRP5	648980
RN7SKP2	100873846
FOXRED2	80020
TRBV26OR9-2	246285
MTUS1	57509
FAAH2	158584
ZNF441	126068
BDET	85504
FAM110B	90362
KLHL5	51088
LYRM5	144363
JMJD8	339123
RPSAP15	220885
MAGI1	9223
LINC00707	100507127
ADAM19	8728
SERPINB9	5272
KRTAP5-3	387266
IGLV3-26	28792
BIRC6-AS1	100874009
EIF4A1P4	728698
LOC100132529	100132529
MYSM1	114803
SIRPAP1	23755
ECI2	10455
ATF1	466
NTN3	4917
OR2T4	127074
HTR7P1	93164
EDNRB-AS1	100505518
LOC619427	619427
FAM90A15P	389630
C16ORF92	146378
TP53I13	90313
COX11	1353
GALNT8	26290
RNY4P19	100169834
IGBP1P3	391526
RPL17-C18ORF32	100526842
ECHDC2	55268
LRCH3	84859
LOC729900	729900
RPL7P50	729449
ARMC8	25852
ZNF273	10793
FAM184A	79632
TRGJP	6970
PEBP1	5037
OR6C70	390327
SARNP	84324
S100A11P1	729659
MIR4476	100616456
IGKV1OR22-1	3530
MARK2	2011
NNT	23530
AHRR	57491
ATP5EP2	432369
DNAJC7	7266
BAATP1	347275
MIR4481	100616320
TNC	3371
PDCD6IPP2	646278
LOC400927	400927
UGT1A9	54600
MEF2D	4209
LOC729770	729770
KLF4	9314
MST1	4485
STX12	23673
AKR1B1P7	126242
LOC642366	642366
IBD9	317669
FBXO32	114907
SNORD45B	26804
TMEM143	55260
DET1	55070
NCAM1-AS1	100288346
SERINC1	57515
LINC00263	90271
MYO7B	4648
SMOC1	64093
ZBTB33	10009
HELLS	3070
MAP3K10	4294
CSAG4	100130935
SOSTDC1	25928
LAMP1	3916
TERF1P5	283523
IFT74	80173
TET1	80312
RNA5SP198	100873460
HFE2	148738
RNA5SP210	100873470
SLC12A6	9990
KCTD15	79047
CRYM	1428
LOC645100	645100
MIR6723	102465432
SEPT7P2	641977
PPP2CA	5515
LOC645598	645598
TIGIT	201633
LINC00484	100129347
TMC2	117532
TTC19	54902
ADAR	103
PCNA	5111
MIR4681	100616398
FAM63B	54629
C19ORF44	84167
IGHV3-7	28452
LOC100130539	100130539
TRBC1	28639
LOC102725520	102725520
FBXO15	201456
RNASEH2B-AS1	100874255
SNAR-A14	100191063
KIR2DL2	3803
MIR507	574512
TMEM2	23670
AREG	374
TBCAP3	101290501
LOC100128908	100128908
SNORD97	692223
HN1L	90861
MPDU1	9526
PCBP1-AS1	400960
FAM185BP	641808
MAPK10	5602
SNX10	29887
NAA60	79903
RRP8	23378
HNRNPA1P56	391670
AKR1B10P1	340888
LOC102723812	102723812
DCAF10	79269
GAPDHP70	642259
GAPDHP37	651258
RPS15AP18	100271360
DFNB66	606719
SPDYE7P	441251
HDGFP1	474167
SULT1C2P1	151234
FGGY	55277
LOC101054525	101054525
CMC2	56942
KIR2DS4	3809
ADSSL1	122622
CCDC27	148870
CYB5R3	1727
SLC2A3P2	391045
OR7E5P	219445
ZC3H7A	29066
MUL1	79594
FAM228B	375190
LOC100289058	100289058
MIR1303	100302284
ACTG2	72
ADAMTS10	81794
SHISA9	729993
ZNF385D	79750
LOC100129917	100129917
C10ORF82	143379
CYP4Z2P	163720
C20ORF78	100128496
TTC4P1	222052
SUMO2P6	100127922
MYF5	4617
OR7E94P	79273
HSD3BP4	128102
CDKL5	6792
CYP3A	1574
AQP7P3	441432
OR51B3P	79342
CAPN6	827
ST8SIA3	51046
MIR3178	100422974
RNA5SP513	100873564
TNNI2	7136
SNX18P26	100419038
KBTBD11	9920
RNA5S14	100169765
KCNJ9	3765
LY75-CD302	100526664
GP1BA	2811
TARDBPP2	440142
MAPK1	5594
ADCY8	114
DNTTIP2	30836
WASL	8976
IGLV3-19	28797
CKS1B	1163
YWHAQP8	392510
SUN1	23353
DMRTC2	63946
NPTX2	4885
PPP1R3A	5506
PSC	100653366
LOC400794	400794
FREM2	341640
RPL7P44	390413
LOC100507165	100507165
SNRPEP4	100130109
KCND1	3750
HGFAC	3083
LINC01096	285548
GCRG224	360219
LOC100505478	100505478
SNORA48	652965
DSC3	1825
GABRE	2564
RSPH10B2	728194
CNTNAP1	8506
SULT6B1	391365
GPR32P1	2855
FAM114A2	10827
RPSAP9	653162
NUP210L	91181
RAET1K	646024
VAMAS6	246319
LCTL	197021
GML	2765
IGLV3-32	28787
PYROXD2	84795
COG1	9382
RUFY2	55680
DDX3Y	8653
ARCI7	101202686
RNA5SP78	100873312
FAM20C	56975
PGAM1P4	391508
INTS6	26512
COX17	10063
CKLF	51192
STRIP2	57464
MIR302F	100302131
CD5	921
EEF1A1P15	643563
LPIN3	64900
DAB2	1601
SFPQ	6421
MEP1AP4	643157
ZNF75A	7627
ACKR2	1238
MIR184	406960
SAMD12	401474
HAR1B	768097
STK39	27347
LOC391247	391247
HBN1	8184
MIR1283-2	100302205
HCG27	253018
MIR3179-3	100423006
AHCYP2	392387
MIR4536-1	100616155
UBE2E2	7325
EMC9	51016
SNORA12	677800
CLEC12B	387837
LINC00928	283761
IGHV3OR15-7	28318
ACOT4	122970
INTS7	25896
ZNHIT2	741
LOC100128922	100128922
RFC4	5984
RNF139	11236
KRT6B	3854
RPL21P98	653079
KIAA2022	340533
LOC100287852	100287852
POLR3A	11128
DZIP1L	199221
ADD3-AS1	100505933
PCDH19	57526
SH2B3	10019
LINC01354	100506795
SLC39A10	57181
LOC100147773	100147773
KYPSC1	780921
TNS1	7145
HAUS1P3	100271703
NME3	4832
ORAI2	80228
TLK2P1	646202
RHOA	387
C3AR1	719
LINC00968	100507632
SRGAP2	23380
DNAH17-AS1	100996295
KLHDC4	54758
SEPSECS-AS1	285540
PTPN22	26191
IGLVIV-65	28759
C9ORF92	100129385
CCL22	6367
TMEM173	340061
MIA3	375056
CD58	965
P2RX1	5023
SCARF2	91179
KLF7P1	100128036
ZNF223	7766
MIR10A	406902
UBR7	55148
SNORD14A	26822
LINC00493	388789
MIR5010	100847046
KIAA0513	9764
NDUFB8P3	100132286
WSCD2	9671
GJD4	219770
SULT1C3	442038
DTX2	113878
DNMT3L	29947
LINC01342	254099
SLC39A6	25800
SMEK3P	139420
PNLIPRP1	5407
OVOL2	58495
LOC100130579	100130579
ZNF703	80139
MIR875	100126309
PCAT18	728606
SLC2A10	81031
IGKV1D-13	28902
ZNF71	58491
ZNF701	55762
ZNF625	90589
KIF1B	23095
PRYP4	442866
LMF1-AS1	101929387
C9ORF53	51198
TRNH	4564
LINC01266	101927215
CCL19	6363
MYBL2	4605
SNHG16	100507246
RNA5SP445	100873691
SPRR2C	6702
ANO3	63982
PRDX3P1	100419031
RBM6	10180
PIK3C2B	5287
C2ORF73	129852
BSDC1	55108
TRIM40	135644
PPIAP3	170539
FLJ22447	400221
DSE	29940
IGKV1OR2-118	339562
IL1A	3552
SSU72	29101
MIR1471	100302126
LRRC34	151827
LARP6	55323
NSUN5P2	260294
EYA1	2138
NPM1P6	4875
LOC392352	392352
C21ORF119	84996
SPSB2	84727
SIRPB1	10326
ASRT8	100415896
SUB1P4	100288661
PAICSP2	780815
PFAS	5198
RNFT1P2	100132264
ARHGEF3	50650
PPP2R2B	5521
MRPS15P1	359755
SHB	6461
CRYBA4	1413
IGKV2-4	28929
SEZ6L2	26470
IL6ST	3572
TLR2	7097
IL10	3586
IKBKAP	8518
MIR199A1	406976
ZNF280A	129025
RNU6-83P	100873782
NECAP1P1	442668
KIAA0141	9812
SNRPEP2	414153
USP29	57663
RPL31P49	100129882
MIR581	693166
LINC00434	100874169
RAB32	10981
NEFLP1	359795
DDX10P2	401533
SMPD5	392275
LINS	55180
MIR4505	100616158
LOC100131347	100131347
ARHGAP28	79822
SLC37A2	219855
HBZP1	3051
RHEBP3	692231
TRIM36-IT1	100874338
S1PR5	53637
SP3P	160824
DPY19L3	147991
PSPN	5623
MRPL24	79590
ZNF681	148213
HMGN2P46	283651
SDC4P	376844
FBN1	2200
AHNAK2	113146
AVPR1A	552
RPL32P1	6163
ROM1	6094
PROM1	8842
SLC16A11	162515
RNF41	10193
MTND2P31	100873235
KIF1C	10749
NIDDM2	4813
NUDT19P4	100422452
PRKAG2	51422
FANK1-AS1	101410540
SNF8	11267
GPC3	2719
LOC554223	554223
MIR3159	100423016
HNRNPA1P40	100129920
GCC2	9648
FGF13-AS1	100129662
MIR3619	100500828
LOC645202	645202
AVEN	57099
RNY3P2	100862668
RNA5SP452	100873697
TAMM41	132001
ERHP2	100874403
KCNJ6	3763
PSMD14	10213
ERVK-10	100616101
NPM1P31	100287472
GK5	256356
C2ORF44	80304
LINC01210	100507274
DEC1	50514
FANCE	2178
RPL7P36	100271218
PLXNB2	23654
ELAC1	55520
PPP1R3C	5507
LOC644145	644145
RAVER1	125950
MRPL9	65005
REXO1L7P	441363
OR11K1P	81109
CXORF51B	100133053
MFHAS1	9258
LINC01128	643837
NAG18	57051
MIR548AU	100847045
HTATSF1P1	387039
NPRL2	10641
ANKRD36BP1	84832
LRRC59	55379
USP17L15	100288520
MTMR3	8897
GGA1	26088
ARHGAP19	84986
ANIB6	100188858
GMCL1	64395
C10ORF71	118461
MIR3201	100422916
FNDC7	163479
CYP39A1	51302
ARL11	115761
MCTP2	55784
RB1	5925
IFITM1	8519
LOC646862	646862
TCOF1	6949
TUBD1	51174
WRN	7486
COMMD9	29099
MIR5192	100847087
CDC20P1	157956
STMN2	11075
ABCB5	340273
HMGB3P20	442661
LOC100507642	100507642
ANXA2	302
TBL1XR1	79718
KIAA0319	9856
RAB17	64284
STAM	8027
LACRT	90070
MACROD2-AS1	100379174
C16ORF46	123775
MYP2	4658
SPIB	6689
POLR2J4	84820
ZNF469	84627
TRRAP	8295
RPS6KB1	6198
SDCBP2-AS1	100507495
HOXC13-AS	100874366
GFAP	2670
MIR454	768216
SERBP1P6	100420450
MIR22	407004
LOC100129603	100129603
OR4A5	81318
RAMP2	10266
SIRPG	55423
ORMDL3	94103
OR4A15	81328
MIR1282	100302254
SNAR-E	100170220
LINC00936	338758
GAPDHP52	100421313
PI15	51050
ATG7	10533
PIGS	94005
LOC646388	646388
MIR588	693173
CTBP2P8	100420253
FAM90A6P	389618
SCAR2	1165
SETD8	387893
SALL2	6297
TRMT2A	27037
CIPC	85457
OR5D14	219436
MIR5579	100847000
PCNPP5	100507361
CASC18	101929110
BSN-AS2	100132677
C15ORF27	123591
HDGFRP3	50810
RTF1	23168
LOC402175	402175
OAZ2	4947
LINC01016	100507584
TBX20	57057
KCTD20	222658
MATN1	4146
KHK	3795
RHAG	6005
CAMK2A	815
LINC00349	100874135
CHIAP3	100996315
RPS26P31	645979
WASF5P	387122
RNU6-6P	26826
RECQL4	9401
FLG-AS1	339400
USP28	57646
SUSD2	56241
PRSS23	11098
CELSR2	1952
RFFL	117584
INO80E	283899
GPR107	57720
APCDD1	147495
MLLT3	4300
EMC2	9694
OPRD1	4985
IDDM17	8691
LOC100506083	100506083
MIR622	693207
ERBB3	2065
ZFYVE20	64145
RPARP-AS1	100505761
TET3	200424
PLSCR2	57047
PRNCR1	101867536
COX20P2	100289170
FAM153B	202134
HMGB2	3148
CNTNAP3P2	643827
LINC01140	339524
PCDHGC3	5098
C17ORF70	80233
LOC100652743	100652743
ARAP3	64411
ZNF705G	100131980
ZNF440	126070
XKRYP3	379030
IGHV1-24	28467
CBX1P2	100147811
LOC100288123	100288123
PREP	5550
GNAS-AS1	149775
MIR4256	100422976
FGF11	2256
NCOA4	8031
NBPF22P	285622
ZNF483	158399
BPIFB4	149954
RGS7BP	401190
LPCAT1	79888
GNB5	10681
APOC4	346
ATPAF1	64756
PDHA1	5160
LOC100506393	100506393
PARVA	55742
IGKV1D-42	28892
MIR133B	442890
KRTAP19-3	337970
TUBB2B	347733
NUP54	53371
TSGA10	80705
AGAP6	414189
OR1A1	8383
SKP1	6500
IGHD2-21	28502
LOC101929241	101929241
BCAT1	586
ANXA2R	389289
GKN2	200504
TRAC	28755
AMIGO2	347902
ST7-OT4	338069
DENND3	22898
EOE1	100302511
RPL4P1	650808
OR6M1	390261
TLR8-AS1	349408
DCD	117159
SCA32	100653368
MRPL44	65080
IGLJ2	28832
DESI2	51029
N4BP2L2	10443
ATOD7	100310755
CDCA4	55038
MIR490	574443
SPHK1	8877
KIF13B	23303
CALN1	83698
ALOXE3	59344
GTSE1	51512
RNY4P7	100169850
HIST1H2BM	8342
PSMC6	5706
ENPP2	5168
CRAMP1L	57585
DUSP28	285193
LOC100132261	100132261
INO80B	83444
MIR4314	100422983
RNF31	55072
RPL7L1P3	100131964
C7ORF57	136288
PPP3R1	5534
MED15	51586
EVI5	7813
TM7SF2	7108
KNTC1	9735
GPC6-AS2	100873973
IGHD5-12	28491
FBXO33	254170
MPVQTL3	100271869
FAM99B	100132464
CYP27C1	339761
PRLHR	2834
OR5M7P	79508
PACSIN3	29763
A4GNT	51146
PDCL3P5	644850
PSMA7	5688
ADD1	118
TRBV21OR9-2	6959
HNRNPA1P47	100287191
MIR369	442914
EMP3	2014
MIR4776-2	100616472
ADAM6	8755
JAKMIP2-AS1	153469
MAP10	54627
NUCB2	4925
MBTPS1	8720
MT1B	4490
UBA52P3	122837
SRSF9	8683
LOC401176	401176
FCGR1C	100132417
FCN3	8547
MYRFL	196446
KRT8P36	100418748
NRSN1	140767
OTOG	340990
OR8B7P	26590
PLXNA2	5362
RRN3P1	730092
FAM90A7P	441317
CNN2P9	441166
C1QTNF9B	387911
ACOX3	8310
PGLYRP2	114770
OR2A4	79541
MIR4427	100616390
SHOX	6473
CD24P4	938
DYT2	1862
PRR4	11272
HDHD2	84064
RSBN1	54665
AVPI1	60370
CKS1BP6	652904
LIMS3L	100288695
FAM231A	729574
LOC102723532	102723532
ARSEP1	10033
LOC400499	400499
FOXL2	668
TRIM16	10626
GPR6	2830
SNCA-AS1	644248
FBXL3	26224
HSPB11	51668
CROCCP1	392547
FAM168B	130074
FAM92A1P2	403315
C6ORF10	10665
CCDC36	339834
FAM173A	65990
LOC100131107	100131107
PPP2R5E	5529
FAM27L	284123
CLN3	1201
TRHDE-AS1	283392
IRGM	345611
WDR43	23160
